,id,title,tags
30046,235600.0,Tom Clancy’s Splinter Cell Blacklist,"['Stealth', 'Action', 'Co-op', 'Third Person', 'Multiplayer', 'Adventure', 'Singleplayer', 'Shooter', 'Tactical', 'Third-Person Shooter', 'Online Co-Op', 'Parkour', 'FPS', 'Story Rich', 'Strategy', 'Atmospheric', 'First-Person', 'Controller', 'RPG', 'Mature']"
30047,213198.0,Dungeons &amp; Dragons Online: Shadowfell Conspiracy,"['RPG', 'Massively Multiplayer', 'Action', 'Free to Play']"
30048,231505.0,COH 2 - Faceplate: Twisted Gold,['Strategy']
30049,231504.0,COH 2 - Faceplate: Studded,['Strategy']
30050,231507.0,COH 2 - Faceplate: Engraved,['Strategy']
30051,249730.0,Tom Clancy’s Splinter Cell Blacklist - High Power Pack DLC,"['Action', 'Adventure', 'Stealth']"
30052,231506.0,COH 2 - Faceplate: Chainlink,['Strategy']
30053,234793.0,Call of Duty®: Black Ops II - Breach Personalization Pack,['Action']
30054,234792.0,Call of Duty®: Black Ops II - Aqua Personalization Pack,['Action']
30055,234791.0,Call of Duty®: Black Ops II - Pack-A-Punch Personalization Pack,['Action']
30056,234790.0,Call of Duty®: Black Ops II - Coyote Personalization Pack,['Action']
30057,234789.0,Call of Duty®: Black Ops II - Glam Personalization Pack,['Action']
30058,237010.0,Sanctum 2: Britech Skin Pack,"['Action', 'Strategy', 'Indie', 'Tower Defense']"
30059,245174.0,Skullgirls: Squigly,"['Indie', 'Action', 'Fighting', '2D Fighter', 'Anime']"
30060,245170.0,Skullgirls,"['Fighting', '2D Fighter', 'Indie', 'Multiplayer', 'Anime', '2D', 'Great Soundtrack', 'Action', 'Competitive', 'Female Protagonist', 'Crowdfunded', 'Local Multiplayer', 'Cute', 'Hand-drawn', 'Cartoon', 'Arcade', 'Controller', 'Singleplayer', ""Beat 'em up"", 'Nudity']"
30061,239350.0,Spelunky,"['Rogue-like', 'Platformer', 'Indie', 'Difficult', '2D', 'Local Co-Op', 'Replay Value', 'Procedural Generation', 'Action', 'Perma Death', 'Rogue-lite', 'Adventure', 'Singleplayer', 'Controller', 'Co-op', 'Local Multiplayer', 'Great Soundtrack', 'Side Scroller', 'Multiplayer', 'Retro']"
30062,239030.0,"Papers, Please","['Indie', 'Political', 'Simulation', 'Point & Click', 'Singleplayer', 'Dystopian', 'Puzzle', 'Pixel Graphics', 'Retro', 'Multiple Endings', 'Atmospheric', 'Adventure', 'Story Rich', 'Strategy', 'Casual', '2D', 'Great Soundtrack', 'Replay Value', 'Difficult', 'Surreal']"
30063,214770.0,Guacamelee! Gold Edition,"['Metroidvania', 'Platformer', 'Action', 'Indie', 'Local Co-Op', ""Beat 'em up"", 'Adventure', '2D', 'Comedy', 'Memes', 'Colorful', 'Funny', 'Fighting', 'Exploration', 'Great Soundtrack', 'Co-op', 'Singleplayer', 'Controller', 'Side Scroller', 'Difficult']"
30064,234794.0,Call of Duty®: Black Ops II - Rogue Personalization Pack,['Action']
30065,236850.0,Europa Universalis IV,"['Grand Strategy', 'Strategy', 'Historical', 'Simulation', 'Real-Time with Pause', 'Sandbox', 'Military', 'Multiplayer', 'Singleplayer', 'Replay Value', 'Diplomacy', 'Political', 'Education', 'Moddable', 'RTS', 'Open World', 'Great Soundtrack', 'Medieval', 'Co-op', '4X']"
30066,241720.0,Guncraft,"['Action', 'Indie', 'FPS', 'Building', 'Multiplayer', 'Voxel', 'Sandbox', 'Shooter', 'Co-op']"
30067,239070.0,Hammerwatch,"['Indie', 'Dungeon Crawler', 'RPG', 'Co-op', 'Action', 'Pixel Graphics', 'Local Co-Op', 'Online Co-Op', 'Adventure', 'Retro', 'Hack and Slash', 'Multiplayer', 'Fantasy', '2D', '4 Player Local', 'Top-Down', 'Singleplayer', 'Local Multiplayer', 'Rogue-like', 'Level Editor']"
30068,254260.0,PAYDAY 2: The Official Soundtrack,"['Action', 'RPG', 'Great Soundtrack', 'Soundtrack', 'Music', 'Online Co-Op', 'FPS', 'Co-op']"
30070,243440.0,Soldier Front 2: Hunter's Hunt Package,"['Action', 'Free to Play']"
30071,243441.0,Soldier Front 2: The Booster Package,"['Action', 'Free to Play']"
30072,234390.0,Teleglitch: Die More Edition,"['Rogue-like', 'Indie', 'Top-Down Shooter', 'Difficult', 'Action', 'Perma Death', 'Singleplayer', 'Sci-fi', 'Top-Down', 'Rogue-lite', 'Pixel Graphics', 'Procedural Generation', 'Crafting', 'Survival Horror', 'Survival', 'Retro', 'Shooter', 'Horror', 'Atmospheric', '2D']"
30073,222588.0,Train Simulator: Hamburg-Hanover Route Add-On,['Simulation']
30074,207090.0,Indie Game: The Movie Special Edition DLC,"['Indie', 'Casual', 'Documentary', 'Movie']"
30075,205638.0,Tropico 4: Voodoo DLC,"['Strategy', 'Simulation']"
30076,213906.0,Magic 2014 “Sliver Hive” Deck Key,['Strategy']
30077,213908.0,Magic 2014 “Guardians of Light” Deck Key,['Strategy']
30078,213904.0,Magic 2014 “Chant of Mul Daya” Deck Key,['Strategy']
30079,213902.0,Magic 2014 “Deadwalkers” Deck Key,['Strategy']
30080,213900.0,Magic 2014 “Mind Maze” Deck Key,['Strategy']
30081,238230.0,Dungeon Defenders - The Tinkerer's Lab Mission Pack,"['RPG', 'Indie', 'Strategy', 'Action']"
30082,213907.0,Magic 2014 “Sliver Hive” Foil Conversion,['Strategy']
30083,213903.0,Magic 2014 “Deadwalkers” Foil Conversion,['Strategy']
30084,213905.0,Magic 2014 “Chant of Mul Daya” Foil Conversion,['Strategy']
30085,213893.0,Magic 2014 “Masks of the Dimir” Foil Conversion,['Strategy']
30086,213899.0,Magic 2014 “Avacyn’s Glory” Foil Conversion,['Strategy']
30087,213895.0,Magic 2014 “Enter the Dracomancer” Foil Conversion,['Strategy']
30088,213891.0,Magic 2014 “Firewave” Foil Conversion,['Strategy']
30089,219622.0,Sealed Play Deck - Slot 03,['Strategy']
30090,213850.0,Magic 2014 — Duels of the Planeswalkers,"['Card Game', 'Strategy', 'Trading Card Game', 'Turn-Based', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Magic', 'Board Game', 'Co-op', 'Turn-Based Strategy']"
30091,213897.0,Magic 2014 “Hunter’s Strength” Foil Conversion,['Strategy']
30092,213898.0,Magic 2014 “Avacyn’s Glory” Deck Key,['Strategy']
30093,213896.0,Magic 2014 “Hunter’s Strength” Deck Key,['Strategy']
30094,213909.0,Magic 2014 “Guardians of Light” Foil Conversion,['Strategy']
30095,95000.0,Super Splatters,"['Indie', 'Casual', 'Action', 'Arcade', 'Puzzle', 'Physics']"
30096,215534.0,The Incredible Adventures of Van Helsing: Blue Blood,"['Action', 'Adventure', 'RPG', 'Indie']"
30097,222587.0,Train Simulator: DB BR232 Loco Add-On,['Simulation']
30098,231910.0,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,"['Adventure', 'Mature', 'Nudity', 'Point & Click', 'Comedy', 'Remake', 'Sexual Content', 'Classic', 'Funny', 'Casual', 'Action', 'Kickstarter', 'Singleplayer', 'Crowdfunded', '1980s', '2D']"
30099,241600.0,Rogue Legacy,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']"
30100,231020.0,Storm,"['Indie', 'Simulation', 'Puzzle']"
30101,233591.0,Fallen Enchantress: Legendary Heroes - Quest Pack DLC,"['Strategy', 'RPG', 'Indie']"
30102,221165.0,GRID 2 - Super Modified Pack,"['Racing', 'Sports']"
30103,236970.0,Jack Keane 2 - The Fire Within,"['Adventure', 'Point & Click']"
30104,234788.0,Call of Duty®: Black Ops II - Cyborg Personalization Pack,"['Action', 'Free to Play']"
30105,238050.0,The Apogee Throwback Pack,"['Action', 'FPS', 'Classic', 'Shooter', 'Retro']"
30106,234786.0,Call of Duty®: Black Ops II - Paladin Personalization Pack,['Action']
30107,236370.0,Interstellar Marines,"['Early Access', 'Action', 'FPS', 'Indie', 'Tactical', 'Co-op', 'Multiplayer', 'Sci-fi', 'Shooter', 'Horror', 'Atmospheric', 'First-Person', 'Simulation', 'Online Co-Op', 'Space', 'Singleplayer', 'Team-Based', 'RPG', 'Adventure', 'Realistic']"
30108,229629.0,"Resident Evil: Revelations Jessica's G18 + Custom Part: ""BSAA""","['Action', 'Adventure']"
30109,229630.0,"Resident Evil: Revelations Jill's Samurai Edge + Custom Part: ""S.T.A.R.S.""","['Action', 'Adventure']"
30110,229628.0,"Resident Evil: Revelations Parker's Government Handgun + Custom Part: ""FBC""","['Action', 'Adventure']"
30111,222586.0,Train Simulator: BR Class 87 Loco Add-On,['Simulation']
30112,225424.0,Cities in Motion 2: Bus Mania,['Simulation']
30113,232910.0,TrackMania² Stadium,"['Racing', 'Level Editor', 'Multiplayer', 'Time Attack', 'Sports', 'Arcade', 'Singleplayer', 'Local Multiplayer', 'Sandbox', 'Fast-Paced', 'e-sports', 'Simulation', 'Competitive', 'Split Screen', 'Action']"
30114,229270.0,Painkiller Hell &amp; Damnation: Heaven's Above,['Action']
30115,233590.0,Fallen Enchantress: Legendary Heroes - Map Pack DLC,['Strategy']
30116,240600.0,MotoGP™13,"['Racing', 'Sports', 'Simulation', 'Multiplayer']"
30117,209630.0,Magrunner: Dark Pulse,"['Puzzle', 'Adventure', 'Cyberpunk', 'Action', 'Lovecraftian', 'First-Person', 'Sci-fi', 'Singleplayer', 'Horror', 'FPS']"
30118,238630.0,Fist Puncher,"['Action', 'Indie', ""Beat 'em up"", 'Local Co-Op', 'Pixel Graphics', '4 Player Local', 'Retro', '2D', 'Side Scroller']"
30119,236490.0,Hexodius,"['Action', 'Indie']"
30120,231492.0,COH 2 - German Skin: (M) Three Color Ambush Pattern,['Strategy']
30121,231490.0,COH 2 - Soviet Skin: (L) Three Color Northwestern Front,['Strategy']
30122,231491.0,COH 2 - Soviet Skin: (H) Three Color Northwestern Front,['Strategy']
30123,231476.0,COH 2 - German Skin: (H) Three Color Disruptive Pattern,['Strategy']
30124,231478.0,COH 2 - German Skin: (H) Winter Ambush Pattern,['Strategy']
30125,231475.0,COH 2 - German Skin: (H) Field Applied Whitewash Pattern,['Strategy']
30126,231474.0,COH 2 - German Skin: (H) Late War Factory Pattern,['Strategy']
30127,231471.0,COH 2 - Soviet Skin: (H) Two Tone Bryansk Front,['Strategy']
30128,231469.0,COH 2 - Soviet Skin: (H) Three Color Leningrad Front,['Strategy']
30129,231470.0,COH 2 - Soviet Skin: (H) Winter Cobblestone West Front,['Strategy']
30130,231468.0,COH 2 - Soviet Skin: (M) Three Color Leningrad Front,['Strategy']
30131,231472.0,COH 2 - Soviet Skin: (M) Three Color Northwestern Front,['Strategy']
30132,231467.0,COH 2 - Soviet Skin: (L) Three Color Leningrad Front,['Strategy']
30133,231458.0,COH 2 - German Skin: (M) Late War Factory Pattern,['Strategy']
30134,231457.0,COH 2 - German Skin: (L) Late War Factory Pattern,['Strategy']
30135,231454.0,COH 2 - Soviet Skin: (M) Winter Whitewash Voronezh Front,['Strategy']
30136,231464.0,CoH 2 - German Commander: Joint Operations Doctrine,['Strategy']
30137,231453.0,COH 2 - German Skin: (H) Three Color Ambush Pattern,['Strategy']
30138,231462.0,CoH 2 - Soviet Commander: Anti-Infantry Tactics,['Strategy']
30139,231466.0,CoH 2 - German Commander: Spearhead Doctrine,['Strategy']
30140,242110.0,Joe Danger 2: The Movie,"['Racing', 'Indie', 'Action', 'Casual', 'Controller', 'Score Attack', 'Local Multiplayer', 'Local Co-Op', 'Platformer']"
30141,229890.0,Joe Danger,"['Racing', 'Indie', 'Action', 'Casual']"
30142,234100.0,Scrabble,"['Strategy', 'Casual', 'Board Game']"
30143,227920.0,Risk,"['Strategy', 'Casual', 'Board Game', 'Multiplayer']"
30144,224700.0,The Game of Life,"['Strategy', 'Casual', 'Board Game']"
30145,227900.0,Battleship,"['Strategy', 'Casual', 'Board Game']"
30146,229627.0,Resident Evil: Revelations Rachael Ooze DLC,"['Action', 'Adventure']"
30147,222121.0,Rocksmith - Tommy Tutone - 867-5309/Jenny,"['Casual', 'Simulation']"
30148,230820.0,The Night of the Rabbit,"['Adventure', 'Point & Click', 'Indie', 'Fantasy', 'Singleplayer', 'Atmospheric', 'Story Rich', 'Puzzle', 'Great Soundtrack', 'Family Friendly', 'Magic']"
30149,222122.0,Rocksmith - Blondie - Call Me,"['Casual', 'Simulation']"
30150,235720.0,Cubetractor,"['Indie', 'Strategy', 'Action', 'Puzzle', 'Tower Defense', 'Pixel Graphics']"
30151,221168.0,GRID 2 - Car Unlock Pack,"['Racing', 'Sports']"
30152,222750.0,Wargame: Airland Battle,"['Strategy', 'RTS', 'Military', 'Cold War', 'Real Time Tactics', 'Wargame', 'Tactical', 'Real-Time', 'Multiplayer', 'Difficult', 'Simulation', 'Realistic', 'War', 'Singleplayer', 'Action', 'Co-op', 'Alternate History', 'America', 'Historical']"
30153,222584.0,Train Simulator: Class A4 Pacifics Loco Add-On,['Simulation']
30154,229626.0,Resident Evil: Revelations Lady HUNK DLC,"['Action', 'Adventure']"
30155,237430.0,Expeditions: Conquistador,"['RPG', 'Strategy', 'Turn-Based', 'Indie', 'Turn-Based Strategy', 'Historical', 'Exploration', 'Tactical', 'Isometric', 'Story Rich', 'Multiple Endings', 'Survival', 'Turn-Based Combat', 'CRPG', 'Adventure', 'Singleplayer', 'Kickstarter', 'Hex Grid']"
30156,231160.0,The Swapper,"['Puzzle', 'Sci-fi', 'Atmospheric', 'Indie', 'Space', 'Platformer', 'Puzzle-Platformer', 'Adventure', 'Singleplayer', 'Great Soundtrack', 'Psychological Horror', '2D', 'Metroidvania', 'Action', 'Exploration', 'Story Rich', 'Mystery', 'Difficult', 'Side Scroller', 'Horror']"
30157,234510.0,Rising Storm Game of the Year Edition,"['Realistic', 'World War II', 'FPS', 'Action', 'Multiplayer', 'Tactical', 'First-Person', 'Shooter', 'War', 'Historical', 'Military', 'Difficult', 'Simulation', 'Team-Based', 'Strategy', 'Moddable', 'Massively Multiplayer', 'Gore', 'Survival', 'Open World']"
30158,258090.0,99 Spirits,"['RPG', 'Anime', 'Indie', 'Adventure', 'JRPG', 'Female Protagonist', 'Singleplayer', 'Visual Novel', 'Puzzle']"
30159,229757.0,RPG Maker VX Ace - The Blackheart Power Music Pack,"['Design & Illustration', 'Web Publishing', 'RPGMaker', 'Music']"
30160,228260.0,Fallen Enchantress: Legendary Heroes,"['Strategy', 'Fantasy', 'Turn-Based Strategy', '4X', 'Turn-Based', 'RPG', 'Singleplayer', 'Magic', 'Moddable', 'Dragons', 'Sandbox', 'Grid-Based Movement', 'Indie', 'Turn-Based Tactics', 'Tactical', 'Grand Strategy', 'Exploration', 'Loot', 'Replay Value', 'Multiplayer']"
30161,215530.0,The Incredible Adventures of Van Helsing,"['RPG', 'Hack and Slash', 'Action RPG', 'Action', 'Adventure', 'Indie', 'Fantasy', 'Co-op', 'Steampunk', 'Loot', 'Dungeon Crawler', 'Singleplayer', 'Multiplayer', 'Gothic', 'Funny', 'Vampire', 'Dark Fantasy', 'Isometric', 'Magic', 'Based On A Novel']"
30162,238890.0,Skyward Collapse,"['Strategy', 'Simulation', 'Indie', 'Turn-Based', 'God Game', 'Singleplayer', 'Fantasy']"
30163,222583.0,Train Simulator: BR Class 31 Loco Add-On,['Simulation']
30164,214330.0,Dollar Dash - More Ways to Win DLC,"['Action', 'Indie']"
30165,236090.0,Dust: An Elysian Tail,"['Action', 'Platformer', 'Indie', 'Metroidvania', 'RPG', 'Adventure', '2D', 'Singleplayer', 'Fantasy', 'Great Soundtrack', ""Beat 'em up"", 'Hack and Slash', 'Exploration', 'Controller', 'Story Rich', 'Side Scroller', 'Anime', 'Atmospheric', 'Action RPG', 'Cute']"
30166,235820.0,Element4l,"['Indie', 'Platformer', 'Action', 'Atmospheric', 'Great Soundtrack', 'Puzzle', 'Difficult', 'Casual', 'Singleplayer', '2D']"
30167,238530.0,Super Puzzle Platformer Deluxe,"['Indie', 'Action', 'Casual', 'Platformer', 'Puzzle', 'Puzzle-Platformer', 'Difficult', 'Great Soundtrack', 'Pixel Graphics', 'Local Multiplayer']"
30168,234490.0,Rush Bros.,"['Indie', 'Racing', 'Platformer', 'Action', 'Music', 'Multiplayer', '2D', 'Local Co-Op', 'Local Multiplayer']"
30169,204450.0,Call of Juarez® Gunslinger,"['Western', 'FPS', 'Action', 'Story Rich', 'Bullet Time', 'Comedy', 'Singleplayer', 'Shooter', 'Narration', 'First-Person', 'Adventure', 'Great Soundtrack', 'Dynamic Narration', 'Atmospheric', 'Arcade', 'Funny', 'Historical', 'Alternate History', 'Gore', 'Linear']"
30170,221164.0,GRID 2 - Headstart Pack,"['Racing', 'Sports']"
30171,206190.0,Gunpoint,"['Stealth', 'Puzzle', 'Indie', '2D', 'Comedy', 'Singleplayer', 'Pixel Graphics', 'Action', 'Strategy', 'Platformer', 'Noir', 'Great Soundtrack', 'Funny', 'Short', 'Hacking', 'Level Editor', 'GameMaker', 'Story Rich', 'Adventure', 'Sci-fi']"
30172,221161.0,GRID 2 - IndyCar Pack,"['Racing', 'Sports']"
30173,221160.0,GRID 2 - McLaren Racing Pack,"['Racing', 'Sports']"
30174,221162.0,GRID 2 - GTR Racing Pack,"['Racing', 'Sports']"
30175,44350.0,GRID 2,"['Racing', 'Sports', 'Multiplayer', 'Arcade', 'Driving', 'Simulation', 'Singleplayer', 'Split Screen', 'Local Multiplayer', 'Action', 'Controller', 'Open World', 'Realistic', 'Co-op', 'Local Co-Op', 'First-Person', '3D Vision', 'Casual']"
30176,210905.0,Crusader Kings II: Norse Unit Pack,['Strategy']
30177,235250.0,Super Sanctum TD,"['Tower Defense', 'Strategy', 'Indie', 'Casual', 'Retro', 'Isometric', '2D', 'Singleplayer', 'Difficult', 'Pixel Graphics']"
30178,224850.0,Aliens: Colonial Marines - Reconnaissance Pack,['Action']
30179,219441.0,Aliens: Colonial Marines - Reconnaissance Pack,['Action']
30180,238210.0,System Shock 2,"['RPG', 'Cyberpunk', 'Horror', 'Sci-fi', 'Classic', 'FPS', 'Survival Horror', 'Action', 'Cult Classic', 'Space', 'First-Person', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Co-op', 'Inventory Management', 'Shooter', 'Survival', 'Adventure']"
30181,230090.0,Borderlands 2 - Psycho Pack,"['Action', 'RPG', 'Multiplayer']"
30182,234350.0,Luxor 2 HD,"['Casual', 'Match 3']"
30183,222580.0,Train Simulator: DB BR423 EMU Add-On,['Simulation']
30184,212893.0,Dishonored - Void Walker Arsenal,"['Action', 'Adventure', 'Stealth', 'Steampunk', 'First-Person']"
30185,226820.0,Nancy Drew®: Ghost of Thornton Hall,"['Adventure', 'Point & Click', 'Female Protagonist', 'Mystery', 'Singleplayer', 'Puzzle']"
30186,222119.0,Rocksmith - Maroon 5 Song Pack,"['Casual', 'Simulation']"
30187,222118.0,Rocksmith - Maroon 5 - Harder to Breathe,"['Casual', 'Simulation']"
30188,222117.0,Rocksmith - Maroon 5 - She Will Be Loved,"['Casual', 'Simulation']"
30189,237780.0,Anomaly 2 Soundtrack,"['Strategy', 'Action', 'Adventure', 'Indie']"
30190,232970.0,Thunder Wolves,"['Action', 'Indie', 'Casual', 'Arcade', 'Shooter', 'Flight']"
30191,236730.0,Anomaly 2,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Sci-fi', 'Multiplayer', 'RTS', 'Singleplayer', 'Touch-Friendly']"
30192,234190.0,Receiver,"['FPS', 'Simulation', 'Indie', 'Rogue-like', 'Action', 'Procedural Generation', 'First-Person', 'Difficult', 'Singleplayer', 'Shooter', 'Realistic', 'Abstract', 'Perma Death', 'Tactical', 'Horror', 'Cyberpunk', 'Atmospheric', 'VR', 'Stealth', 'Sci-fi']"
30193,202270.0,Leviathan: Warships,"['Strategy', 'Action', 'Turn-Based Strategy', 'Naval', 'Co-op', 'Turn-Based', 'Singleplayer', 'Multiplayer', 'Tactical']"
30194,222116.0,Rocksmith - Maroon 5 - Misery,"['Casual', 'Simulation']"
30195,215690.0,Zeno Clash 2,"['Action', 'Indie', 'Surreal', ""Beat 'em up"", 'Fighting', 'First-Person', 'Adventure', 'Co-op', 'Singleplayer', 'Open World', 'FPS', 'Atmospheric']"
30196,222115.0,Rocksmith - The Pixies - Here Comes Your Man,"['Casual', 'Simulation']"
30197,222113.0,Rocksmith - Survivor - Eye of the Tiger,"['Casual', 'Simulation']"
30198,222114.0,Rocksmith - Billy Idol - White Wedding (Part 1),"['Casual', 'Simulation']"
30199,220900.0,Jack Lumber,"['Casual', 'Indie', 'Action', 'Strategy', 'Touch-Friendly', 'Arcade', 'Puzzle']"
30200,234160.0,Strike Suit Infinity,"['Action', 'Indie', 'Mechs', 'Space', 'Arcade', 'Sci-fi', 'Shooter', 'Fast-Paced', 'Simulation', 'Singleplayer', 'Controller', 'Great Soundtrack', 'Flight']"
30201,224760.0,FEZ,"['Platformer', 'Indie', 'Puzzle', 'Exploration', 'Pixel Graphics', 'Great Soundtrack', 'Singleplayer', 'Adventure', 'Casual', 'Mystery', '2D', 'Puzzle-Platformer', 'Relaxing', 'Atmospheric', 'Cute', 'Retro', '2.5D', 'Controller', 'Metroidvania', 'Action']"
30202,224763.0,FEZ Original Soundtrack,"['Indie', 'Soundtrack']"
30203,233270.0,Far Cry 3 - Blood Dragon,"['FPS', '1980s', 'Comedy', 'Open World', 'Action', 'Great Soundtrack', 'Singleplayer', 'Shooter', 'Adventure', 'Sci-fi', 'Cyberpunk', 'Stealth', 'Retro', 'Funny', 'First-Person', 'Dragons', 'Atmospheric', 'Futuristic', 'Parody', 'Post-apocalyptic']"
30204,231060.0,Ragnarok Online 2,"['Free to Play', 'RPG', 'Anime', 'Massively Multiplayer', 'MMORPG', 'Multiplayer', 'JRPG', 'Adventure', 'Open World', 'Action', 'Fantasy']"
30205,209520.0,Mini Motor Racing EVO,"['Racing', 'Indie', 'Casual', 'Arcade', 'Top-Down']"
30206,222579.0,Train Simulator: BR Class 101 DMU Add-On,['Simulation']
30207,215372.0,Omerta - City of Gangsters - The Arms Industry DLC,"['Strategy', 'Simulation']"
30208,229790.0,Might &amp; Magic: Heroes VI - Shades of Darkness,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy']"
30209,24678.0,Trainz Simulator DLC: BR Class 14,['Simulation']
30210,24677.0,Trainz Simulator DLC: Coronation Scot,['Simulation']
30211,234570.0,QUBE: Against the Qlock,"['Action', 'Indie', 'Casual', 'Simulation', 'Racing']"
30212,215003.0,Victoria II: German Unit Pack,['Strategy']
30213,219750.0,Don't Starve Soundtrack,"['Indie', 'Simulation', 'Soundtrack', 'Survival']"
30214,208811.0,Tomb Raider: Caves and Cliffs Multiplayer Map Pack,"['Action', 'Adventure']"
30215,227132.0,Assassin’s Creed® III - The Tyranny of King Washington: The Redemption,['Adventure']
30216,113020.0,Monaco: What's Yours Is Mine,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Controller', 'Local Multiplayer', 'Pixel Graphics', '2D', 'Loot', 'Singleplayer']"
30217,233230.0,Kairo,"['Puzzle', 'Exploration', 'Indie', 'Atmospheric', 'First-Person', 'Abstract', 'Surreal', 'Adventure', 'Singleplayer', 'Mystery', 'VR', 'Walking Simulator', 'Horror', 'Minimalist', 'Story Rich']"
30218,223450.0,Dyad,"['Indie', 'Racing', 'Action', 'Psychedelic', 'Music']"
30219,236660.0,Highborn - Chapter 2,"['Strategy', 'Indie', 'Casual']"
30220,222578.0,Train Simulator: EWS &amp; Freightliner Class 08s Loco Add-On,['Simulation']
30221,234940.0,The 39 Steps,"['Adventure', 'Indie', 'Interactive Fiction', 'Casual', 'Based On A Novel', 'Point & Click', 'Narration', 'Singleplayer', 'Story Rich', 'Thriller', 'Horror']"
30222,227400.0,Darkfall Unholy Wars,"['Massively Multiplayer', 'RPG', 'Indie', 'Sandbox', 'Action', 'PvP', 'Open World', 'Multiplayer', 'MMORPG', 'First-Person']"
30223,223710.0,Cry of Fear,"['Horror', 'Free to Play', 'Survival Horror', 'Co-op', 'Multiplayer', 'Action', 'Indie', 'Psychological Horror', 'Atmospheric', 'Online Co-Op', 'First-Person', 'Adventure', 'Zombies', 'Psychological', 'Singleplayer', 'FPS', 'Survival', 'Shooter', 'Mod', 'Massively Multiplayer']"
30224,232570.0,RE6 / BH6: Siege Mode,"['Action', 'Adventure']"
30225,234774.0,Call of Duty®: Black Ops II - Dia de los Muertos Personalization Pack,['Action']
30226,234773.0,Call of Duty®: Black Ops II - Graffiti Personalization Pack,['Action']
30227,234772.0,Call of Duty®: Black Ops II - Kawaii Personalization Pack,"['Action', 'Tactical']"
30228,219092.0,Call of Duty®: Black Ops II - Nuketown Zombies Map,"['Action', 'Zombies', 'FPS', 'Co-op']"
30229,217690.0,Anna - Extended Edition,"['Horror', 'Adventure', 'Indie', 'Puzzle', 'Atmospheric', 'Psychological Horror', 'First-Person', 'Singleplayer', 'Story Rich', 'Great Soundtrack']"
30230,230700.0,La-Mulana,"['Metroidvania', 'Platformer', 'Difficult', 'Indie', 'Adventure', 'Exploration', 'Puzzle', 'Great Soundtrack', 'Action', '2D', 'Remake', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Puzzle-Platformer', 'Side Scroller', 'Classic', 'RPG', 'Controller', 'Action-Adventure']"
30231,234771.0,Call of Duty®: Black Ops II - Party Rock Personalization Pack,['Action']
30232,208575.0,Dishonored - The Knife of Dunwall,"['Action', 'Adventure', 'Stealth', 'Steampunk', 'First-Person', 'Assassin']"
30233,222111.0,Rocksmith - Rise Against - The Good Left Undone,"['Casual', 'Simulation']"
30234,104900.0,ORION: Prelude,"['Dinosaurs', 'Action', 'FPS', 'Multiplayer', 'Online Co-Op', 'Co-op', 'Shooter', 'Indie', 'Adventure', 'Open World', 'Sci-fi', 'First-Person', 'Team-Based', 'Third-Person Shooter', 'Singleplayer', 'Mechs', 'PvP', 'Strategy', 'Third Person', 'Rogue-like']"
30235,222112.0,Rocksmith - The Vines - Get Free,"['Casual', 'Simulation']"
30236,222110.0,Rocksmith - Modest Mouse - Float On,"['Casual', 'Simulation']"
30237,215001.0,Victoria II: Heart of Darkness,"['Strategy', 'Grand Strategy']"
30238,230980.0,Starseed Pilgrim,"['Indie', 'Adventure', 'Puzzle', 'Minimalist', 'Exploration', 'Atmospheric', 'Puzzle-Platformer', 'Platformer', 'Difficult', '2D', 'Singleplayer']"
30239,215371.0,Omerta - City of Gangsters - Damsel in Distress DLC,"['Strategy', 'Simulation']"
30240,207930.0,Sacred Citadel,"['Action', ""Beat 'em up"", 'Local Co-Op', 'Co-op', 'Side Scroller', 'Platformer', 'Online Co-Op', 'Multiplayer', 'Arcade', 'Fighting', 'Local Multiplayer', '2D', 'RPG', 'Fantasy', 'Indie', 'Hack and Slash', 'Controller', 'Singleplayer']"
30241,234021.0,The Banner Saga: Factions - Starter Pack,"['Strategy', 'RPG', 'Indie', 'Free to Play']"
30242,234022.0,The Banner Saga: Factions - Pillage! Pack,"['Strategy', 'RPG', 'Indie', 'Free to Play']"
30243,234024.0,The Banner Saga: Factions - Eternal Renown Boost,"['Strategy', 'Indie', 'RPG', 'Free to Play']"
30244,230884.0,Awesomenauts - Genji the Grey Skin,"['Strategy', 'Action', 'Indie']"
30245,73119.0,Magicka: Tower of Niflheim,"['RPG', 'Action']"
